id,matiere_id,matiere_nom,enseignant_id,enseignant_nom,niveau,duree,annee_scolaire
"764","168","Français Primaire 17","3","Modou Mbaye","Primaire","45","2024-2025"
"765","198","Informatique Lycée 20","2","Yacine Diouf","Lycée","45","2024-2025"
"766","208","Informatique Collège 21","2","Yacine Diouf","Collège","55","2024-2025"
"767","83","Français Collège 9","3","Modou Mbaye","Collège","45","2024-2025"
"768","31","Arts Primaire 4","5","Babacar Cisse","Primaire","90","2024-2025"
"769","76","Mathématiques Technique 8","8","Aminata Sarr","Technique","45","2024-2025"
"770","200","Anglais Lycée 21","10","Modou Kane","Lycée","55","2024-2025"
"771","93","Éducation Physique Primaire 10","4","Alioune Diouf","Primaire","55","2024-2025"
"772","178","Anglais Lycée 18","10","Modou Kane","Lycée","90","2024-2025"
"773","156","Sciences Naturelles Collège 16","11","Binta Thiam","Collège","45","2024-2025"
"774","227","Éducation Physique Primaire 23","4","Alioune Diouf","Primaire","45","2024-2025"
"775","136","Histoire-Géographie Technique 14","12","Seynabou Ba","Technique","55","2024-2025"
"776","211","Arabe Collège 22","1","Amadou Mbaye","Collège","55","2024-2025"
"777","107","Mathématiques Primaire 11","8","Aminata Sarr","Primaire","90","2024-2025"
"778","69","Sciences Naturelles Collège 7","11","Binta Thiam","Collège","55","2024-2025"
"779","204","Histoire-Géographie Lycée 21","12","Seynabou Ba","Lycée","55","2024-2025"
"780","40","Arabe Technique 5","1","Amadou Mbaye","Technique","45","2024-2025"
"781","50","Arabe Collège 6","1","Amadou Mbaye","Collège","45","2024-2025"
"782","72","Informatique Collège 8","2","Yacine Diouf","Collège","55","2024-2025"
"783","93","Éducation Physique Primaire 10","4","Alioune Diouf","Primaire","55","2024-2025"
"784","191","Histoire-Géographie Lycée 20","12","Seynabou Ba","Lycée","90","2024-2025"
"785","235","Arts Lycée 24","5","Babacar Cisse","Lycée","55","2024-2025"
"786","231","Anglais Collège 24","10","Modou Kane","Collège","55","2024-2025"
"787","40","Arabe Technique 5","1","Amadou Mbaye","Technique","45","2024-2025"
"788","128","Arabe Collège 13","1","Amadou Mbaye","Collège","55","2024-2025"
"789","214","Sciences Physiques Collège 22","17","Ndeye Diallo","Collège","45","2024-2025"
"790","216","Anglais Collège 22","10","Modou Kane","Collège","55","2024-2025"
"791","69","Sciences Naturelles Collège 7","11","Binta Thiam","Collège","90","2024-2025"
"792","114","Informatique Primaire 12","2","Yacine Diouf","Primaire","55","2024-2025"
"793","100","Histoire-Géographie Technique 11","12","Seynabou Ba","Technique","90","2024-2025"
"794","112","Arts Technique 12","5","Babacar Cisse","Technique","45","2024-2025"
"795","102","Anglais Technique 11","10","Modou Kane","Technique","90","2024-2025"
"796","218","Sciences Physiques Technique 22","17","Ndeye Diallo","Technique","55","2024-2025"
"797","101","Sciences Physiques Primaire 11","17","Ndeye Diallo","Primaire","55","2024-2025"
"798","202","Sciences Physiques Technique 21","17","Ndeye Diallo","Technique","90","2024-2025"
"799","240","Anglais Primaire 25","10","Modou Kane","Primaire","90","2024-2025"
"800","200","Anglais Lycée 21","10","Modou Kane","Lycée","55","2024-2025"
"801","16","Informatique Lycée 2","2","Yacine Diouf","Lycée","55","2024-2025"
"802","14","Informatique Technique 2","2","Yacine Diouf","Technique","90","2024-2025"
"803","245","Sciences Physiques Technique 25","17","Ndeye Diallo","Technique","90","2024-2025"
"804","84","Éducation Physique Collège 9","4","Alioune Diouf","Collège","45","2024-2025"
"805","243","Histoire-Géographie Primaire 25","12","Seynabou Ba","Primaire","45","2024-2025"
"806","83","Français Collège 9","3","Modou Mbaye","Collège","45","2024-2025"
"807","114","Informatique Primaire 12","2","Yacine Diouf","Primaire","55","2024-2025"
"808","195","Mathématiques Primaire 20","8","Aminata Sarr","Primaire","45","2024-2025"
"809","161","Arts Primaire 17","5","Babacar Cisse","Primaire","45","2024-2025"
"810","92","Sciences Physiques Collège 10","17","Ndeye Diallo","Collège","90","2024-2025"
"811","233","Informatique Primaire 24","2","Yacine Diouf","Primaire","90","2024-2025"
"812","62","Sciences Naturelles Technique 7","11","Binta Thiam","Technique","90","2024-2025"
"813","78","Sciences Naturelles Lycée 8","11","Binta Thiam","Lycée","55","2024-2025"
"814","115","Arts Primaire 12","5","Babacar Cisse","Primaire","90","2024-2025"
"815","102","Anglais Technique 11","10","Modou Kane","Technique","90","2024-2025"
"816","58","Sciences Physiques Collège 6","17","Ndeye Diallo","Collège","55","2024-2025"
"817","159","Histoire-Géographie Collège 16","12","Seynabou Ba","Collège","45","2024-2025"
"818","203","Sciences Naturelles Collège 21","11","Binta Thiam","Collège","90","2024-2025"
"819","108","Éducation Physique Primaire 11","4","Alioune Diouf","Primaire","55","2024-2025"
"820","69","Sciences Naturelles Collège 7","11","Binta Thiam","Collège","55","2024-2025"
"821","104","Mathématiques Lycée 11","8","Aminata Sarr","Lycée","45","2024-2025"
"822","75","Éducation Physique Lycée 8","4","Alioune Diouf","Lycée","55","2024-2025"
"823","233","Informatique Primaire 24","2","Yacine Diouf","Primaire","90","2024-2025"
"824","11","Français Lycée 2","3","Modou Mbaye","Lycée","45","2024-2025"
"825","244","Arabe Technique 25","1","Amadou Mbaye","Technique","55","2024-2025"
"826","123","Anglais Primaire 13","10","Modou Kane","Primaire","55","2024-2025"
"827","114","Informatique Primaire 12","2","Yacine Diouf","Primaire","45","2024-2025"
"828","182","Mathématiques Technique 19","8","Aminata Sarr","Technique","55","2024-2025"
"829","60","Mathématiques Lycée 7","8","Aminata Sarr","Lycée","45","2024-2025"
"830","68","Mathématiques Collège 7","8","Aminata Sarr","Collège","55","2024-2025"
"831","153","Sciences Naturelles Lycée 16","11","Binta Thiam","Lycée","55","2024-2025"
"832","58","Sciences Physiques Collège 6","17","Ndeye Diallo","Collège","45","2024-2025"
"833","226","Mathématiques Technique 23","8","Aminata Sarr","Technique","90","2024-2025"
"834","27","Histoire-Géographie Lycée 3","12","Seynabou Ba","Lycée","90","2024-2025"
"835","225","Éducation Physique Primaire 23","4","Alioune Diouf","Primaire","55","2024-2025"
"836","219","Éducation Physique Technique 22","4","Alioune Diouf","Technique","90","2024-2025"
"837","94","Éducation Physique Primaire 10","4","Alioune Diouf","Primaire","55","2024-2025"
"838","244","Arabe Technique 25","1","Amadou Mbaye","Technique","90","2024-2025"
"839","142","Arts Collège 15","5","Babacar Cisse","Collège","55","2024-2025"
"840","164","Sciences Physiques Technique 17","17","Ndeye Diallo","Technique","45","2024-2025"
"841","185","Sciences Physiques Collège 19","17","Ndeye Diallo","Collège","90","2024-2025"
"842","247","Anglais Collège 25","10","Modou Kane","Collège","90","2024-2025"
"843","231","Anglais Collège 24","10","Modou Kane","Collège","45","2024-2025"
"844","78","Sciences Naturelles Lycée 8","11","Binta Thiam","Lycée","90","2024-2025"
"845","115","Arts Primaire 12","5","Babacar Cisse","Primaire","45","2024-2025"
"846","172","Mathématiques Collège 18","8","Aminata Sarr","Collège","55","2024-2025"
"847","139","Français Technique 14","3","Modou Mbaye","Technique","55","2024-2025"
"848","160","Sciences Physiques Collège 17","17","Ndeye Diallo","Collège","90","2024-2025"
"849","132","Sciences Physiques Lycée 14","17","Ndeye Diallo","Lycée","55","2024-2025"
"850","181","Arabe Collège 19","1","Amadou Mbaye","Collège","90","2024-2025"
"851","178","Anglais Lycée 18","10","Modou Kane","Lycée","55","2024-2025"
"852","19","Sciences Naturelles Collège 2","11","Binta Thiam","Collège","90","2024-2025"
"853","157","Anglais Primaire 16","10","Modou Kane","Primaire","55","2024-2025"
"854","21","Français Technique 3","3","Modou Mbaye","Technique","55","2024-2025"
"855","144","Mathématiques Primaire 15","8","Aminata Sarr","Primaire","55","2024-2025"
"856","25","Arts Collège 3","5","Babacar Cisse","Collège","55","2024-2025"
"857","5","Mathématiques Primaire 1","8","Aminata Sarr","Primaire","90","2024-2025"
"858","38","Informatique Primaire 4","2","Yacine Diouf","Primaire","90","2024-2025"
"859","83","Français Collège 9","3","Modou Mbaye","Collège","45","2024-2025"
"860","135","Sciences Naturelles Primaire 14","11","Binta Thiam","Primaire","55","2024-2025"
"861","233","Informatique Primaire 24","2","Yacine Diouf","Primaire","55","2024-2025"
"862","248","Anglais Technique 25","10","Modou Kane","Technique","45","2024-2025"
"863","28","Sciences Physiques Primaire 3","17","Ndeye Diallo","Primaire","90","2024-2025"
"864","99","Informatique Primaire 10","2","Yacine Diouf","Primaire","55","2024-2025"
"865","200","Anglais Lycée 21","10","Modou Kane","Lycée","45","2024-2025"
"866","181","Arabe Collège 19","1","Amadou Mbaye","Collège","45","2024-2025"
"867","49","Éducation Physique Lycée 5","4","Alioune Diouf","Lycée","90","2024-2025"
"868","161","Arts Primaire 17","5","Babacar Cisse","Primaire","90","2024-2025"
"869","243","Histoire-Géographie Primaire 25","12","Seynabou Ba","Primaire","55","2024-2025"
"870","71","Anglais Collège 8","10","Modou Kane","Collège","45","2024-2025"
"871","133","Histoire-Géographie Lycée 14","12","Seynabou Ba","Lycée","90","2024-2025"
"872","100","Histoire-Géographie Technique 11","12","Seynabou Ba","Technique","55","2024-2025"
"873","166","Sciences Naturelles Primaire 17","11","Binta Thiam","Primaire","45","2024-2025"
"874","103","Mathématiques Technique 11","8","Aminata Sarr","Technique","90","2024-2025"
"875","145","Arts Technique 15","5","Babacar Cisse","Technique","45","2024-2025"
"876","249","Mathématiques Lycée 25","8","Aminata Sarr","Lycée","55","2024-2025"
"877","179","Histoire-Géographie Lycée 18","12","Seynabou Ba","Lycée","55","2024-2025"
"878","206","Histoire-Géographie Primaire 21","12","Seynabou Ba","Primaire","90","2024-2025"
"879","219","Éducation Physique Technique 22","4","Alioune Diouf","Technique","55","2024-2025"
"880","198","Informatique Lycée 20","2","Yacine Diouf","Lycée","90","2024-2025"
"881","143","Arabe Lycée 15","1","Amadou Mbaye","Lycée","45","2024-2025"
"882","164","Sciences Physiques Technique 17","17","Ndeye Diallo","Technique","90","2024-2025"
"883","46","Sciences Physiques Lycée 5","17","Ndeye Diallo","Lycée","90","2024-2025"
"884","8","Sciences Naturelles Collège 1","11","Binta Thiam","Collège","90","2024-2025"
"885","145","Arts Technique 15","5","Babacar Cisse","Technique","90","2024-2025"
"886","216","Anglais Collège 22","10","Modou Kane","Collège","55","2024-2025"
"887","66","Histoire-Géographie Technique 7","12","Seynabou Ba","Technique","45","2024-2025"
"888","194","Arabe Lycée 20","1","Amadou Mbaye","Lycée","90","2024-2025"
"889","123","Anglais Primaire 13","10","Modou Kane","Primaire","55","2024-2025"
"890","18","Arabe Primaire 2","1","Amadou Mbaye","Primaire","90","2024-2025"
"891","35","Arabe Lycée 4","1","Amadou Mbaye","Lycée","55","2024-2025"
"892","130","Anglais Technique 14","10","Modou Kane","Technique","90","2024-2025"
"893","122","Histoire-Géographie Lycée 13","12","Seynabou Ba","Lycée","55","2024-2025"
"894","208","Informatique Collège 21","2","Yacine Diouf","Collège","45","2024-2025"
"895","31","Arts Primaire 4","5","Babacar Cisse","Primaire","90","2024-2025"
"896","128","Arabe Collège 13","1","Amadou Mbaye","Collège","55","2024-2025"
"897","50","Arabe Collège 6","1","Amadou Mbaye","Collège","90","2024-2025"
"898","139","Français Technique 14","3","Modou Mbaye","Technique","45","2024-2025"
"899","196","Français Lycée 20","3","Modou Mbaye","Lycée","45","2024-2025"
"900","117","Arabe Collège 12","1","Amadou Mbaye","Collège","55","2024-2025"
"901","162","Français Primaire 17","3","Modou Mbaye","Primaire","45","2024-2025"
"902","250","Sciences Naturelles Primaire 26","11","Binta Thiam","Primaire","90","2024-2025"
"903","18","Arabe Primaire 2","1","Amadou Mbaye","Primaire","45","2024-2025"
"904","234","Sciences Naturelles Technique 24","11","Binta Thiam","Technique","90","2024-2025"
"905","170","Sciences Naturelles Technique 18","11","Binta Thiam","Technique","90","2024-2025"
"906","144","Mathématiques Primaire 15","8","Aminata Sarr","Primaire","45","2024-2025"
"907","191","Histoire-Géographie Lycée 20","12","Seynabou Ba","Lycée","90","2024-2025"
"908","44","Éducation Physique Technique 5","4","Alioune Diouf","Technique","45","2024-2025"
"909","186","Français Technique 19","3","Modou Mbaye","Technique","55","2024-2025"
"910","209","Arts Primaire 21","5","Babacar Cisse","Primaire","55","2024-2025"
"911","241","Sciences Physiques Technique 25","17","Ndeye Diallo","Technique","55","2024-2025"
"912","93","Éducation Physique Primaire 10","4","Alioune Diouf","Primaire","90","2024-2025"
"913","167","Sciences Physiques Technique 17","17","Ndeye Diallo","Technique","90","2024-2025"
"914","138","Sciences Physiques Collège 14","17","Ndeye Diallo","Collège","45","2024-2025"
"915","50","Arabe Collège 6","1","Amadou Mbaye","Collège","45","2024-2025"
"916","188","Histoire-Géographie Lycée 19","12","Seynabou Ba","Lycée","55","2024-2025"
"917","117","Arabe Collège 12","1","Amadou Mbaye","Collège","45","2024-2025"
"918","241","Sciences Physiques Technique 25","17","Ndeye Diallo","Technique","55","2024-2025"
"919","184","Arabe Technique 19","1","Amadou Mbaye","Technique","55","2024-2025"
"920","172","Mathématiques Collège 18","8","Aminata Sarr","Collège","55","2024-2025"
"921","220","Sciences Physiques Primaire 23","17","Ndeye Diallo","Primaire","55","2024-2025"
"922","198","Informatique Lycée 20","2","Yacine Diouf","Lycée","90","2024-2025"
"923","68","Mathématiques Collège 7","8","Aminata Sarr","Collège","90","2024-2025"
"924","82","Sciences Naturelles Primaire 9","11","Binta Thiam","Primaire","90","2024-2025"
"925","187","Arts Lycée 19","5","Babacar Cisse","Lycée","55","2024-2025"
"926","216","Anglais Collège 22","10","Modou Kane","Collège","90","2024-2025"
"927","119","Mathématiques Primaire 12","8","Aminata Sarr","Primaire","45","2024-2025"
"928","244","Arabe Technique 25","1","Amadou Mbaye","Technique","55","2024-2025"
"929","107","Mathématiques Primaire 11","8","Aminata Sarr","Primaire","55","2024-2025"
"930","77","Arts Technique 8","5","Babacar Cisse","Technique","45","2024-2025"
"931","116","Mathématiques Primaire 12","8","Aminata Sarr","Primaire","45","2024-2025"
"932","166","Sciences Naturelles Primaire 17","11","Binta Thiam","Primaire","45","2024-2025"
"933","33","Anglais Primaire 4","10","Modou Kane","Primaire","55","2024-2025"
"934","241","Sciences Physiques Technique 25","17","Ndeye Diallo","Technique","55","2024-2025"
"935","56","Informatique Technique 6","2","Yacine Diouf","Technique","55","2024-2025"
"936","54","Sciences Physiques Lycée 6","17","Ndeye Diallo","Lycée","45","2024-2025"
"937","32","Sciences Physiques Primaire 4","17","Ndeye Diallo","Primaire","45","2024-2025"
"938","67","Arabe Collège 7","1","Amadou Mbaye","Collège","45","2024-2025"
"939","113","Arts Lycée 12","5","Babacar Cisse","Lycée","45","2024-2025"
"940","94","Éducation Physique Primaire 10","4","Alioune Diouf","Primaire","55","2024-2025"
"941","160","Sciences Physiques Collège 17","17","Ndeye Diallo","Collège","55","2024-2025"
"942","17","Informatique Technique 2","2","Yacine Diouf","Technique","90","2024-2025"
"943","195","Mathématiques Primaire 20","8","Aminata Sarr","Primaire","45","2024-2025"
"944","59","Sciences Physiques Primaire 6","17","Ndeye Diallo","Primaire","90","2024-2025"
"945","153","Sciences Naturelles Lycée 16","11","Binta Thiam","Lycée","55","2024-2025"
"946","225","Éducation Physique Primaire 23","4","Alioune Diouf","Primaire","55","2024-2025"
"947","4","Anglais Technique 1","10","Modou Kane","Technique","45","2024-2025"
"948","216","Anglais Collège 22","10","Modou Kane","Collège","45","2024-2025"
"949","209","Arts Primaire 21","5","Babacar Cisse","Primaire","45","2024-2025"
"950","35","Arabe Lycée 4","1","Amadou Mbaye","Lycée","55","2024-2025"
"951","181","Arabe Collège 19","1","Amadou Mbaye","Collège","90","2024-2025"
"952","136","Histoire-Géographie Technique 14","12","Seynabou Ba","Technique","45","2024-2025"
"953","51","Sciences Naturelles Primaire 6","11","Binta Thiam","Primaire","90","2024-2025"
"954","117","Arabe Collège 12","1","Amadou Mbaye","Collège","90","2024-2025"
"955","105","Sciences Naturelles Collège 11","11","Binta Thiam","Collège","45","2024-2025"
"956","125","Sciences Physiques Technique 13","17","Ndeye Diallo","Technique","90","2024-2025"
"957","33","Anglais Primaire 4","10","Modou Kane","Primaire","90","2024-2025"
"958","123","Anglais Primaire 13","10","Modou Kane","Primaire","45","2024-2025"
"959","189","Informatique Primaire 19","2","Yacine Diouf","Primaire","90","2024-2025"
"960","87","Histoire-Géographie Lycée 9","12","Seynabou Ba","Lycée","55","2024-2025"
"961","185","Sciences Physiques Collège 19","17","Ndeye Diallo","Collège","55","2024-2025"
"962","17","Informatique Technique 2","2","Yacine Diouf","Technique","90","2024-2025"
"963","152","Arts Technique 16","5","Babacar Cisse","Technique","55","2024-2025"
"964","15","Histoire-Géographie Technique 2","12","Seynabou Ba","Technique","90","2024-2025"
"965","195","Mathématiques Primaire 20","8","Aminata Sarr","Primaire","55","2024-2025"
"966","59","Sciences Physiques Primaire 6","17","Ndeye Diallo","Primaire","45","2024-2025"
"967","213","Anglais Technique 22","10","Modou Kane","Technique","55","2024-2025"
"968","167","Sciences Physiques Technique 17","17","Ndeye Diallo","Technique","55","2024-2025"
"969","194","Arabe Lycée 20","1","Amadou Mbaye","Lycée","90","2024-2025"
"970","214","Sciences Physiques Collège 22","17","Ndeye Diallo","Collège","45","2024-2025"
"971","211","Arabe Collège 22","1","Amadou Mbaye","Collège","45","2024-2025"
"972","143","Arabe Lycée 15","1","Amadou Mbaye","Lycée","90","2024-2025"
"973","96","Anglais Primaire 10","10","Modou Kane","Primaire","45","2024-2025"
"974","143","Arabe Lycée 15","1","Amadou Mbaye","Lycée","90","2024-2025"
"975","211","Arabe Collège 22","1","Amadou Mbaye","Collège","45","2024-2025"
"976","47","Informatique Collège 5","2","Yacine Diouf","Collège","90","2024-2025"
"977","152","Arts Technique 16","5","Babacar Cisse","Technique","45","2024-2025"
"978","22","Sciences Physiques Primaire 3","17","Ndeye Diallo","Primaire","90","2024-2025"
"979","189","Informatique Primaire 19","2","Yacine Diouf","Primaire","45","2024-2025"
"980","181","Arabe Collège 19","1","Amadou Mbaye","Collège","55","2024-2025"
"981","173","Éducation Physique Technique 18","4","Alioune Diouf","Technique","45","2024-2025"
"982","19","Sciences Naturelles Collège 2","11","Binta Thiam","Collège","55","2024-2025"
"983","63","Éducation Physique Lycée 7","4","Alioune Diouf","Lycée","45","2024-2025"
"984","173","Éducation Physique Technique 18","4","Alioune Diouf","Technique","55","2024-2025"
"985","80","Arabe Primaire 9","1","Amadou Mbaye","Primaire","55","2024-2025"
"986","54","Sciences Physiques Lycée 6","17","Ndeye Diallo","Lycée","90","2024-2025"
"987","48","Informatique Collège 5","2","Yacine Diouf","Collège","55","2024-2025"
"988","41","Sciences Naturelles Technique 5","11","Binta Thiam","Technique","90","2024-2025"
"989","231","Anglais Collège 24","10","Modou Kane","Collège","45","2024-2025"
"990","187","Arts Lycée 19","5","Babacar Cisse","Lycée","90","2024-2025"
"991","243","Histoire-Géographie Primaire 25","12","Seynabou Ba","Primaire","45","2024-2025"
"992","184","Arabe Technique 19","1","Amadou Mbaye","Technique","55","2024-2025"
"993","249","Mathématiques Lycée 25","8","Aminata Sarr","Lycée","90","2024-2025"
"994","213","Anglais Technique 22","10","Modou Kane","Technique","45","2024-2025"
"995","130","Anglais Technique 14","10","Modou Kane","Technique","55","2024-2025"
"996","1","Sciences Naturelles Lycée 1","11","Binta Thiam","Lycée","90","2024-2025"
"997","154","Français Technique 16","3","Modou Mbaye","Technique","90","2024-2025"
"998","94","Éducation Physique Primaire 10","4","Alioune Diouf","Primaire","55","2024-2025"
"999","185","Sciences Physiques Collège 19","17","Ndeye Diallo","Collège","45","2024-2025"
"1000","195","Mathématiques Primaire 20","8","Aminata Sarr","Primaire","45","2024-2025"
"1001","13","Éducation Physique Technique 2","4","Alioune Diouf","Technique","45","2024-2025"
"1002","41","Sciences Naturelles Technique 5","11","Binta Thiam","Technique","90","2024-2025"
"1003","236","Arts Collège 24","5","Babacar Cisse","Collège","55","2024-2025"
"1004","7","Mathématiques Primaire 1","8","Aminata Sarr","Primaire","45","2024-2025"
"1005","91","Éducation Physique Collège 10","4","Alioune Diouf","Collège","90","2024-2025"
"1006","163","Arts Lycée 17","5","Babacar Cisse","Lycée","45","2024-2025"
"1007","51","Sciences Naturelles Primaire 6","11","Binta Thiam","Primaire","55","2024-2025"
"1008","26","Arts Technique 3","5","Babacar Cisse","Technique","90","2024-2025"
"1009","89","Informatique Lycée 9","2","Yacine Diouf","Lycée","90","2024-2025"
"1010","62","Sciences Naturelles Technique 7","11","Binta Thiam","Technique","45","2024-2025"
"1011","101","Sciences Physiques Primaire 11","17","Ndeye Diallo","Primaire","55","2024-2025"
"1012","194","Arabe Lycée 20","1","Amadou Mbaye","Lycée","90","2024-2025"
"1013","219","Éducation Physique Technique 22","4","Alioune Diouf","Technique","90","2024-2025"
"1014","121","Sciences Physiques Technique 13","17","Ndeye Diallo","Technique","45","2024-2025"
"1015","89","Informatique Lycée 9","2","Yacine Diouf","Lycée","45","2024-2025"
"1016","198","Informatique Lycée 20","2","Yacine Diouf","Lycée","55","2024-2025"
"1017","166","Sciences Naturelles Primaire 17","11","Binta Thiam","Primaire","55","2024-2025"
"1018","183","Arts Collège 19","5","Babacar Cisse","Collège","90","2024-2025"
"1019","100","Histoire-Géographie Technique 11","12","Seynabou Ba","Technique","55","2024-2025"
"1020","132","Sciences Physiques Lycée 14","17","Ndeye Diallo","Lycée","55","2024-2025"
"1021","24","Informatique Primaire 3","2","Yacine Diouf","Primaire","55","2024-2025"
"1022","181","Arabe Collège 19","1","Amadou Mbaye","Collège","55","2024-2025"
"1023","88","Informatique Collège 9","2","Yacine Diouf","Collège","90","2024-2025"
"1024","92","Sciences Physiques Collège 10","17","Ndeye Diallo","Collège","55","2024-2025"
"1025","89","Informatique Lycée 9","2","Yacine Diouf","Lycée","45","2024-2025"
"1026","9","Français Collège 1","3","Modou Mbaye","Collège","55","2024-2025"
"1027","240","Anglais Primaire 25","10","Modou Kane","Primaire","45","2024-2025"
"1028","183","Arts Collège 19","5","Babacar Cisse","Collège","45","2024-2025"
"1029","172","Mathématiques Collège 18","8","Aminata Sarr","Collège","55","2024-2025"
"1030","219","Éducation Physique Technique 22","4","Alioune Diouf","Technique","90","2024-2025"
"1031","158","Sciences Naturelles Lycée 16","11","Binta Thiam","Lycée","45","2024-2025"
"1032","49","Éducation Physique Lycée 5","4","Alioune Diouf","Lycée","55","2024-2025"
"1033","245","Sciences Physiques Technique 25","17","Ndeye Diallo","Technique","45","2024-2025"
"1034","73","Histoire-Géographie Lycée 8","12","Seynabou Ba","Lycée","45","2024-2025"
"1035","132","Sciences Physiques Lycée 14","17","Ndeye Diallo","Lycée","90","2024-2025"
"1036","203","Sciences Naturelles Collège 21","11","Binta Thiam","Collège","55","2024-2025"
"1037","97","Sciences Naturelles Primaire 10","11","Binta Thiam","Primaire","55","2024-2025"
"1038","35","Arabe Lycée 4","1","Amadou Mbaye","Lycée","45","2024-2025"
"1039","142","Arts Collège 15","5","Babacar Cisse","Collège","55","2024-2025"
"1040","117","Arabe Collège 12","1","Amadou Mbaye","Collège","45","2024-2025"
"1041","240","Anglais Primaire 25","10","Modou Kane","Primaire","45","2024-2025"
"1042","150","Mathématiques Technique 16","8","Aminata Sarr","Technique","55","2024-2025"
"1043","143","Arabe Lycée 15","1","Amadou Mbaye","Lycée","90","2024-2025"
"1044","6","Mathématiques Primaire 1","8","Aminata Sarr","Primaire","55","2024-2025"
"1045","201","Mathématiques Lycée 21","8","Aminata Sarr","Lycée","90","2024-2025"
"1046","114","Informatique Primaire 12","2","Yacine Diouf","Primaire","45","2024-2025"
"1047","113","Arts Lycée 12","5","Babacar Cisse","Lycée","45","2024-2025"
"1048","130","Anglais Technique 14","10","Modou Kane","Technique","90","2024-2025"
"1049","4","Anglais Technique 1","10","Modou Kane","Technique","55","2024-2025"
"1050","88","Informatique Collège 9","2","Yacine Diouf","Collège","90","2024-2025"
"1051","246","Sciences Naturelles Collège 25","11","Binta Thiam","Collège","55","2024-2025"
"1052","135","Sciences Naturelles Primaire 14","11","Binta Thiam","Primaire","45","2024-2025"
"1053","41","Sciences Naturelles Technique 5","11","Binta Thiam","Technique","90","2024-2025"
"1054","204","Histoire-Géographie Lycée 21","12","Seynabou Ba","Lycée","90","2024-2025"
"1055","191","Histoire-Géographie Lycée 20","12","Seynabou Ba","Lycée","90","2024-2025"
"1056","83","Français Collège 9","3","Modou Mbaye","Collège","90","2024-2025"
"1057","52","Sciences Naturelles Primaire 6","11","Binta Thiam","Primaire","55","2024-2025"
"1058","80","Arabe Primaire 9","1","Amadou Mbaye","Primaire","90","2024-2025"
"1059","196","Français Lycée 20","3","Modou Mbaye","Lycée","55","2024-2025"
"1060","124","Sciences Physiques Collège 13","17","Ndeye Diallo","Collège","90","2024-2025"
"1061","211","Arabe Collège 22","1","Amadou Mbaye","Collège","90","2024-2025"
"1062","160","Sciences Physiques Collège 17","17","Ndeye Diallo","Collège","90","2024-2025"
"1063","250","Sciences Naturelles Primaire 26","11","Binta Thiam","Primaire","55","2024-2025"
"1064","122","Histoire-Géographie Lycée 13","12","Seynabou Ba","Lycée","55","2024-2025"
"1065","231","Anglais Collège 24","10","Modou Kane","Collège","45","2024-2025"
"1066","41","Sciences Naturelles Technique 5","11","Binta Thiam","Technique","45","2024-2025"
"1067","62","Sciences Naturelles Technique 7","11","Binta Thiam","Technique","45","2024-2025"
"1068","117","Arabe Collège 12","1","Amadou Mbaye","Collège","45","2024-2025"
"1069","198","Informatique Lycée 20","2","Yacine Diouf","Lycée","45","2024-2025"
"1070","82","Sciences Naturelles Primaire 9","11","Binta Thiam","Primaire","45","2024-2025"
"1071","171","Anglais Lycée 18","10","Modou Kane","Lycée","45","2024-2025"
"1072","32","Sciences Physiques Primaire 4","17","Ndeye Diallo","Primaire","45","2024-2025"
"1073","250","Sciences Naturelles Primaire 26","11","Binta Thiam","Primaire","45","2024-2025"
"1074","72","Informatique Collège 8","2","Yacine Diouf","Collège","90","2024-2025"
"1075","163","Arts Lycée 17","5","Babacar Cisse","Lycée","55","2024-2025"
"1076","40","Arabe Technique 5","1","Amadou Mbaye","Technique","90","2024-2025"
"1077","143","Arabe Lycée 15","1","Amadou Mbaye","Lycée","90","2024-2025"
"1078","184","Arabe Technique 19","1","Amadou Mbaye","Technique","90","2024-2025"
"1079","144","Mathématiques Primaire 15","8","Aminata Sarr","Primaire","90","2024-2025"
"1080","179","Histoire-Géographie Lycée 18","12","Seynabou Ba","Lycée","55","2024-2025"
"1081","32","Sciences Physiques Primaire 4","17","Ndeye Diallo","Primaire","45","2024-2025"
"1082","231","Anglais Collège 24","10","Modou Kane","Collège","45","2024-2025"
"1083","117","Arabe Collège 12","1","Amadou Mbaye","Collège","45","2024-2025"
"1084","123","Anglais Primaire 13","10","Modou Kane","Primaire","55","2024-2025"
"1085","7","Mathématiques Primaire 1","8","Aminata Sarr","Primaire","55","2024-2025"
"1086","68","Mathématiques Collège 7","8","Aminata Sarr","Collège","45","2024-2025"
"1087","158","Sciences Naturelles Lycée 16","11","Binta Thiam","Lycée","45","2024-2025"
"1088","7","Mathématiques Primaire 1","8","Aminata Sarr","Primaire","90","2024-2025"
"1089","115","Arts Primaire 12","5","Babacar Cisse","Primaire","90","2024-2025"
"1090","80","Arabe Primaire 9","1","Amadou Mbaye","Primaire","45","2024-2025"
"1091","23","Histoire-Géographie Primaire 3","12","Seynabou Ba","Primaire","90","2024-2025"
"1092","23","Histoire-Géographie Primaire 3","12","Seynabou Ba","Primaire","90","2024-2025"
"1093","59","Sciences Physiques Primaire 6","17","Ndeye Diallo","Primaire","55","2024-2025"
"1094","232","Sciences Naturelles Primaire 24","11","Binta Thiam","Primaire","90","2024-2025"
